property_master_id,price_inr,city,locality,property_type,bhk,bathrooms,balconies,builtup_area_sqft,floor_no,total_floors,parking,furnishing,facing,latitude,longitude,schools_distance_km,hospitals_distance_km,metro_stations_distance_km,railway_stations_distance_km,malls_distance_km,parks_distance_km,transit_stations_distance_km,accessibility_score,avg_monthly_rent,median_monthly_rent,median_rent_per_sqft,rental_listing_count,hist_hpi_market,hist_qoq_growth,hist_yoy_growth,hist_market_regime,repo_rate,bank_rate,CRR,SLR,repo_rate_change,repo_rate_3m_change,repo_rate_12m_change,hist_cpi_index,hist_cpi_yoy_growth,hist_cpi_3m_change,hist_cpi_12m_change,rera_registered,project_status,completion_percent,construction_duration_months,project_age,developer_project_count,developer_completion_rate,developer_lapsed_project_count,aqi,pm25,pm10,aqi_30d_avg,aqi_90d_avg,derived_area_per_bhk,derived_bathrooms_per_bhk,derived_carpet_efficiency,derived_floor_ratio,derived_area_per_bhk_log1p,derived_carpet_efficiency_log1p,derived_rent_per_sqft_log1p,historical_locality_median_ppsf,historical_rental_yield_pct,derived_historical_rental_yield_log1p
PROP-27B9284010CE,5300000,Hyderabad,Bolarum,Apartment,2,3,0,842,3.0,,,,East,17.224919729093926,78.48073859581035,1.985,6.772,2.755,8.312,7.741,8.349,0.963,31.1,,,,,102.1,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,1,Ongoing,61.5,52.0,32.0,4,0.25,0,73,40,67,73,78.7,421.0,1.5,0.773,,6.045005314036012,0.5726730270920708,,6033.485000000001,,
PROP-CF6B7BF3AEEE,11000000,Bengaluru,Kothanur,Apartment,2,3,1,1740,4.0,4.0,,,,13.211943441656686,77.35517761759321,15.17,13.391,13.781,29.388,19.208,13.76,11.187,1.4,56584.17,35000.0,30.0,1777.0,101.8,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,0,Unregistered,,,,0,1.0,0,61,32,53,61,63.0,870.0,1.5,,1.0,6.769641976852503,,3.4339872044851463,6033.485000000001,4.000661480799696,1.6095701998436744
PROP-3B1748FE4657,2000000,Bengaluru,Kengeri Hobli,Independent House,2,2,0,600,0.0,,,,,13.217936065335287,77.37183442673671,14.598,12.533,12.428,28.715,18.702,13.243,9.301,1.8,56584.17,35000.0,30.0,1777.0,101.8,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,0,Unregistered,,,,0,1.0,0,61,32,53,61,63.0,300.0,1.0,,,5.707110264748875,,3.4339872044851463,6033.485000000001,11.60191829431912,2.5338490479501323
PROP-1B7C7F7BB4F0,12500000,Bengaluru,Bannerughatta,Independent House,5,3,1,1200,,,,,,13.122969098701248,77.63660560314531,3.725,5.936,2.514,5.513,8.619,5.337,2.862,20.1,56584.17,35000.0,30.0,1777.0,101.8,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,0,Unregistered,,,,0,1.0,0,61,32,53,61,63.0,240.0,0.6,,,5.484796933490655,,3.4339872044851463,6033.485000000001,5.80095914715956,1.917063653288173
PROP-71C5785DCEFE,7400000,Bengaluru,Devinagar,Apartment,2,3,0,1241,4.0,4.0,,,,13.203649494853297,77.55756467761556,4.065,4.378,7.745,17.905,12.459,9.125,3.849,17.3,10000.0,10000.0,20.0,1.0,101.8,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,1,Ongoing,60.4,53.0,32.0,15,0.067,0,61,32,53,61,63.0,620.5,1.5,,1.0,6.432135910950766,,3.044522437723423,6033.485000000001,1.602659370689875,0.9565337571689811
PROP-7CA7DCEACC90,3700000,Delhi,Vinod Nagar East,Apartment,2,2,0,600,1.0,3.0,,,,28.691289519015328,77.3830982721843,1.626,3.763,4.495,11.796,17.398,5.018,4.35,27.6,41733.14,22000.0,27.78,1758.0,100.2,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,0,Unregistered,,,,0,1.0,0,228,126,207,228,239.7,300.0,1.0,,0.333,5.707110264748875,,3.359680701459222,6033.485000000001,7.29263435642916,2.1153676938699104
PROP-D58DA173A1C6,30000000,Bengaluru,Electronic City,Independent House,2,3,1,1600,,,,,,12.943694,77.66531950000001,1.558,1.73,6.281,4.855,5.111,2.738,0.501,38.2,36560.0,30000.0,23.64,25.0,101.8,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,1,Ongoing,48.1,54.0,26.0,8,0.5,0,64,34,55,64,67.3,800.0,1.5,,,6.68586094706836,,3.204371138665319,6033.485000000001,3.729188023174003,1.553753522476761
PROP-461535F8BCC2,16000000,Delhi,Azadpur,Apartment,4,3,0,1420,2.0,4.0,,,,28.9299777129916,77.02402986435523,7.739,13.25,9.409,14.41,9.873,9.779,4.953,5.5,13250.0,13000.0,18.29,4.0,100.2,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,0,Unregistered,,,,0,1.0,0,228,126,207,228,239.7,355.0,0.75,,0.5,5.87493073085203,,2.9595868269176377,6033.485000000001,1.8208241991084333,1.0370291114350911
PROP-2AB67264A1F0,5000000,Bengaluru,Avalahalli,Apartment,2,3,1,1118,3.0,,,,,13.116611386341932,77.70409052411398,3.641,3.516,4.312,4.495,2.969,2.779,1.752,26.3,54000.0,70000.0,19.44,3.0,101.8,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,0,Unregistered,,,,0,1.0,0,61,32,53,61,63.0,559.0,1.5,,,6.327936783729195,,3.017493765335504,6033.485000000001,12.452864001058089,2.5991920202616505
PROP-83B90592C204,105000000,Bengaluru,Adugodi,Apartment,4,5,1,5100,,,,,,13.04493830982871,77.36939170642201,3.238,6.351,3.754,11.772,10.948,5.16,5.489,17.6,10066.67,10000.0,22.22,3.0,101.8,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,0,Unregistered,,,,0,1.0,0,61,32,53,61,63.0,1275.0,1.25,,,7.151485463904735,,3.145013976269745,6033.485000000001,0.3899804468678695,0.3292896800421265
PROP-C55A0D7ECD53,10000000,Bengaluru,Kumaraswamy Layout,Independent House,3,4,1,2100,,,,,,13.081602128524818,77.73775232519675,5.301,5.853,4.888,6.983,2.68,2.28,2.442,20.9,12000.0,12000.0,20.0,2.0,101.8,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,0,Unregistered,,,,0,1.0,0,61,32,53,61,63.0,700.0,1.333,,,6.55250788703459,,3.044522437723423,6033.485000000001,1.136514445157791,0.7591757372107462
PROP-B068806EA70D,8500000,Bengaluru,Hebbal,Apartment,3,3,0,1550,1.0,3.0,,,,12.948946,77.58410599999999,2.369,3.118,1.697,6.863,0.867,3.733,3.111,43.2,119857.14,75000.0,43.75,35.0,101.8,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,0,Unregistered,,,,0,1.0,0,64,34,55,64,67.3,516.667,1.0,,0.333,6.249332178395373,,3.801091444720865,6033.485000000001,9.623711027545816,2.3630883923967025
PROP-7651A50B62AC,11400000,Hyderabad,Miyapur,Apartment,3,3,1,1640,2.0,,,,,17.30672411660619,78.40718430517089,3.245,0.715,0.705,3.585,6.169,2.336,0.676,49.2,,,,,102.1,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,1,Ongoing,38.0,50.0,19.0,10,0.5,0,73,40,67,73,78.7,546.667,1.0,,,6.3056674380117,,,6033.485000000001,,
PROP-8EBAD37B7F3D,7000000,Bengaluru,Jalahalli,Apartment,2,3,0,1064,1.0,4.0,,,,13.04695890083963,77.72199735497335,1.466,4.011,3.749,7.017,5.099,3.449,4.584,32.1,34500.0,34500.0,25.88,2.0,101.8,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,1,Ongoing,65.1,43.0,28.0,15,0.267,0,61,32,53,61,63.0,532.0,1.5,,0.25,6.278521424165844,,3.2913825156549485,6033.485000000001,6.448971769398651,2.00807600533579
PROP-228CCDDE58E4,4950000,Hyderabad,Nizampet,Apartment,2,3,0,1050,4.0,5.0,,,,17.465156226968585,78.56000459378336,4.078,3.052,6.144,2.51,3.743,1.803,1.703,31.2,,,,,102.1,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,1,Ongoing,28.6,56.0,16.0,5,0.6,0,73,40,67,73,78.7,525.0,1.5,,0.8,6.26530121273771,,,6033.485000000001,,
PROP-301379DDF0B9,2150000,Delhi,Sector 23 Dwarka,Apartment,1,2,1,410,4.0,4.0,,,,28.46612420587248,77.18926052509973,1.598,2.681,4.25,4.702,7.484,8.053,0.865,30.9,24416.67,22250.0,22.42,6.0,100.2,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,0,Unregistered,,,,0,1.0,0,182,105,171,182,201.7,410.0,2.0,,1.0,6.018593214496234,,3.1535903581695712,6033.485000000001,10.793422245934511,2.467541939260761
PROP-E462D063CC11,6000000,Bengaluru,Kaggadasapura,Apartment,3,3,0,1400,2.0,,,,,13.016207997279212,77.57180884144196,3.751,1.09,1.741,3.589,4.92,3.474,1.053,41.9,26062.5,22500.0,24.12,8.0,101.8,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,0,Unregistered,,,,0,1.0,0,61,32,53,61,63.0,466.667,1.0,,,6.147756504192472,,3.223664341599998,6033.485000000001,3.1964468770062884,1.4342381855797173
PROP-689F4DBFAC80,5500000,Delhi,Kashmere Gate,Independent House,1,2,1,585,,,,,,28.90018858224774,77.43839670300144,3.014,8.809,5.283,12.844,23.325,14.679,7.582,13.5,41733.14,22000.0,27.78,1758.0,100.2,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,0,Unregistered,,,,0,1.0,0,228,126,207,228,239.7,585.0,2.0,,,6.373319789577012,,3.359680701459222,6033.485000000001,7.479624980952986,2.1376662248816807
PROP-A62E594361AA,6200000,Hyderabad,Amberpet,Apartment,2,3,0,1112,1.0,,,,,17.177261658338423,78.55716753153393,3.297,6.147,1.593,6.915,11.16,8.95,9.287,25.2,,,,,102.1,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,1,Ongoing,24.5,49.0,12.0,13,0.462,0,73,40,67,73,78.7,556.0,1.5,,,6.322565239927284,,,6033.485000000001,,
PROP-A7BDD19BC058,980000,Chennai,Valasaravakkam,Independent House,2,2,1,500,,,,,,13.110836037805948,80.49707228951246,9.943,6.852,6.688,2.694,12.793,4.598,2.529,7.0,,,,,101.1,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,0,Unregistered,,,,0,1.0,0,81,46,75,81,83.7,250.0,1.0,,,5.525452939131784,,,6033.485000000001,,
PROP-39000AA69863,1700000,Delhi,Mundka,Independent House,1,2,1,450,3.0,,,,,28.78395718155,77.05405251432734,2.313,3.249,2.918,2.38,11.104,8.129,1.008,29.1,12500.0,7500.0,14.5,6.0,100.2,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,0,Unregistered,,,,0,1.0,0,182,105,171,182,201.7,450.0,2.0,,,6.111467339502679,,2.740840023925201,6033.485000000001,3.3148337983768914,1.4620588066155769
PROP-763E59C71F80,15000000,Bengaluru,Shivaji Nagar,Independent House,3,3,1,1200,,,,,,12.873315119665554,77.58302914018351,2.974,0.94,2.273,13.262,7.521,5.111,2.408,42.3,56584.17,35000.0,30.0,1777.0,101.8,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,0,Unregistered,,,,0,1.0,0,64,34,55,64,67.3,400.0,1.0,0.792,,5.993961427306569,0.5833323145527387,3.4339872044851463,6033.485000000001,5.80095914715956,1.917063653288173
PROP-159224B80096,17500000,Chennai,Tiruvottiyur,Independent House,2,3,1,1300,,,,,,12.911547265801175,80.48352061856659,5.121,10.943,13.79,21.131,1.801,10.315,7.879,19.8,,,,,101.1,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,0,Unregistered,,,,0,1.0,0,56,30,49,56,62.3,650.0,1.5,,,6.478509642208569,,,6033.485000000001,,
PROP-0C82EE1F2965,9500000,Chennai,Mahindra World City,Independent House,3,3,1,1900,,,,,,13.247849010526576,80.17202645141293,2.208,4.132,0.588,10.17,5.323,8.097,4.43,45.9,,,,,101.1,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,1,Ongoing,28.3,46.0,13.0,4,0.5,0,81,46,75,81,83.7,633.333,1.0,,,6.452574053141827,,,6033.485000000001,,
PROP-EE21C4D1D494,3300000,Delhi,Sector 28 Dwarka,Apartment,1,2,0,425,3.0,5.0,,,,28.293578350962942,77.32422536833569,10.871,15.053,17.522,25.906,21.29,9.719,9.124,1.7,12500.0,12500.0,22.22,2.0,100.2,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,0,Unregistered,,,,0,1.0,0,182,105,171,182,201.7,425.0,2.0,,0.6,6.054439346269371,,3.145013976269745,6033.485000000001,5.849706703018043,1.9242058342797987
PROP-EB456A3DA1DA,6000000,Bengaluru,Jp Nagar,Apartment,2,3,0,905,3.0,3.0,,,,13.163401801134947,77.51549012783907,4.489,2.022,5.472,16.445,9.527,10.005,4.886,27.3,50566.67,38000.0,26.82,15.0,101.8,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,1,Ongoing,71.1,38.0,27.0,6,0.333,0,61,32,53,61,63.0,452.5,1.5,,1.0,6.116995269555192,,3.325755186495297,6033.485000000001,8.35118349204344,2.23550291197958
PROP-E8DE25016C12,2500000,Delhi,Dwarka Mor,Apartment,2,2,1,650,3.0,,,,,28.61707911884676,77.11928991908644,3.054,0.725,6.502,1.063,2.466,3.54,3.372,36.9,14947.57,11999.0,20.0,21.0,100.2,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,0,Unregistered,,,,0,1.0,0,182,105,171,182,201.7,325.0,1.0,,,5.786897381366708,,3.044522437723423,6033.485000000001,3.671509915082245,1.5414823417108374
PROP-883934ECCE9C,8000000,Delhi,Gautam Nagar,Independent House,6,3,0,1440,,,,,,28.736077994174828,76.8899226077698,7.862,7.52,3.848,18.323,4.791,9.337,14.913,12.0,22875.0,20250.0,49.31,4.0,100.2,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,0,Unregistered,,,,0,1.0,0,182,105,171,182,201.7,240.0,0.5,,,5.484796933490655,,3.9182038645032273,6033.485000000001,2.7968910173805024,1.3341825785413288
PROP-A42010112C3C,5000000,Delhi,Vinod Nagar East,Apartment,3,3,0,1000,4.0,4.0,,,,28.691289519015328,77.3830982721843,1.626,3.763,4.495,11.796,17.398,5.018,4.35,27.6,41733.14,22000.0,27.78,1758.0,100.2,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,0,Unregistered,,,,0,1.0,0,228,126,207,228,239.7,333.333,1.0,,1.0,5.812137502284356,,3.359680701459222,6033.485000000001,4.375580613857497,1.6818665893626488
PROP-01591876EF0F,3000000,Delhi,Dwarka Mor,Apartment,2,2,1,700,2.0,4.0,,,,28.61707911884676,77.11928991908644,3.054,0.725,6.502,1.063,2.466,3.54,3.372,36.9,14947.57,11999.0,20.0,21.0,100.2,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,0,Unregistered,,,,0,1.0,0,182,105,171,182,201.7,350.0,1.0,,0.5,5.860786223465865,,3.044522437723423,6033.485000000001,3.409259206862085,1.4837066950451012
PROP-E040EFD0E5EF,65000000,Delhi,Gautam Nagar,Independent House,10,5,1,5000,,,,,East,28.736077994174828,76.8899226077698,7.862,7.52,3.848,18.323,4.791,9.337,14.913,12.0,22875.0,20250.0,49.31,4.0,100.2,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,0,Unregistered,,,,0,1.0,0,182,105,171,182,201.7,500.0,0.5,,,6.2166061010848646,,3.9182038645032273,6033.485000000001,0.8055046130055846,0.5908401167061268
PROP-FE34C1E01122,7700000,Bengaluru,Rayasandra,Independent House,7,2,0,720,,,,,,12.81694610341444,77.78447462799811,5.988,7.526,3.391,9.099,6.842,8.613,6.2,14.4,19150.0,19150.0,23.55,2.0,101.8,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,0,Unregistered,,,,0,1.0,0,64,34,55,64,67.3,102.857,0.286,,,4.643014952961441,,3.200711854240529,6033.485000000001,5.289922269909789,1.838948712910998
PROP-2F3EC39ED35B,4400000,Hyderabad,Balapur,Independent House,3,3,0,1000,,,,,,17.157102955094313,78.5916178798425,2.679,8.477,3.849,9.847,14.535,11.956,7.076,17.2,,,,,102.1,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,0,Unregistered,,,,0,1.0,0,73,40,67,73,78.7,333.333,1.0,,,5.812137502284356,,,6033.485000000001,,
PROP-5A66CF3D3CF3,4100000,Bengaluru,Hebbal,Independent House,4,3,1,1200,,,,,West,12.948946,77.58410599999999,2.369,3.118,1.697,6.863,0.867,3.733,3.111,43.2,119857.14,75000.0,43.75,35.0,101.8,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,0,Unregistered,,,,0,1.0,0,64,34,55,64,67.3,300.0,0.75,1.0,,5.707110264748875,0.6931471805599453,3.801091444720865,6033.485000000001,12.430626743913342,2.59753767690071
PROP-ED3142B78877,4000000,Delhi,Badarpur,Independent House,2,2,0,400,,,,,North,28.706145231111176,77.38511945578048,2.261,3.479,4.311,10.156,15.674,4.464,5.996,26.1,11250.0,7500.0,11.81,4.0,100.2,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,0,Unregistered,,,,0,1.0,0,228,126,207,228,239.7,200.0,1.0,,,5.303304908059076,,2.550226115908643,6033.485000000001,3.729188023174003,1.553753522476761
PROP-0B5C67D74FC5,3900000,Bengaluru,Whitefield,Independent House,2,3,0,1200,,,,,,13.014315,77.638229,1.96,2.64,2.586,3.902,5.484,2.706,1.659,38.1,90523.26,63500.0,40.76,86.0,101.8,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,0,Unregistered,,,,0,1.0,0,61,32,53,61,63.0,600.0,1.5,,,6.398594934535208,,3.731938943574383,6033.485000000001,10.52459730984663,2.444483647694977
PROP-499DFFC230BA,4300000,Bengaluru,Byagadadhenahalli,Apartment,3,3,1,970,2.0,11.0,,,,13.152357160928654,77.79864223520336,3.078,14.22,14.05,15.249,11.193,10.726,7.48,11.1,56584.17,35000.0,30.0,1777.0,101.8,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,1,Ongoing,51.1,47.0,24.0,14,0.357,0,61,32,53,61,63.0,323.333,1.0,,0.182,5.7817707657681385,,3.4339872044851463,6033.485000000001,7.176444305764404,2.1012573746663947
PROP-7157850066F1,3000000,Chennai,Chitlapakkam,Apartment,1,2,0,638,0.0,,,,,13.09965465269383,80.09439239439433,2.348,2.806,5.569,10.006,5.428,4.939,4.449,27.5,,,,,101.1,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,0,Unregistered,,,,0,1.0,0,56,30,49,56,62.3,638.0,2.0,,,6.459904454377535,,,6033.485000000001,,
PROP-EA850BBABA26,10800000,Bengaluru,Chandapura,Villa,3,4,1,2400,,,,,,12.951167596895775,77.75388582814793,1.783,4.169,6.757,2.536,4.524,4.912,5.382,29.4,19125.0,20500.0,21.25,8.0,101.8,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,0,Unregistered,,,,0,1.0,0,64,34,55,64,67.3,800.0,1.333,,,6.68586094706836,,3.1023420086122493,6033.485000000001,1.6988523216681566,0.9928266165952708
PROP-DFEEA937B78F,60000000,Chennai,Palavakkam,Villa,6,2,1,3600,,,,,,13.007900478873957,80.10715315163412,1.879,1.562,3.669,15.547,5.071,5.054,3.423,35.4,,,,,101.1,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,0,Unregistered,,,,0,1.0,0,56,30,49,56,62.3,600.0,0.333,,,6.398594934535208,,,6033.485000000001,,
PROP-A86CA12B8FE7,5500000,Bengaluru,Uttarahalli Hobli,Apartment,1,2,0,700,0.0,3.0,,,,13.013344292232793,77.6745299494776,2.625,2.979,2.586,5.382,5.169,4.061,0.347,31.9,56584.17,35000.0,30.0,1777.0,101.8,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,1,Ongoing,25.7,35.0,9.0,12,0.25,0,61,32,53,61,63.0,700.0,2.0,,0.0,6.55250788703459,,3.4339872044851463,6033.485000000001,9.944501395130676,2.392837174444286
PROP-35AA38E89CF9,8500000,Hyderabad,Upparpally,Apartment,3,3,1,1698,1.0,5.0,,,,17.398794112459246,78.35856343409228,2.021,4.171,3.125,4.682,10.882,1.963,3.293,30.1,,,,,102.1,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,1,Ongoing,42.1,38.0,16.0,22,0.136,0,73,40,67,73,78.7,566.0,1.0,,0.2,6.340359303727752,,,6033.485000000001,,
PROP-E33DBD7AEC61,11500000,Chennai,Jafferkhanpet,Independent House,2,3,0,1200,,,,,,13.227949351750606,80.1535199085955,1.253,1.177,3.45,9.551,7.151,9.84,5.344,43.3,,,,,101.1,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,0,Unregistered,,,,0,1.0,0,81,46,75,81,83.7,600.0,1.5,,,6.398594934535208,,,6033.485000000001,,
PROP-938B35609A83,8600000,Chennai,Vyasarpadi,Apartment,2,3,1,1008,6.0,7.0,,,,13.15481686797846,80.29320488447301,1.034,2.438,2.249,5.112,5.015,2.113,4.073,49.1,,,,,101.1,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,1,Ongoing,72.0,25.0,18.0,5,0.6,0,81,46,75,81,83.7,504.0,1.5,,0.857,6.22455842927536,,,6033.485000000001,,
PROP-8CC13F552260,13500000,Bengaluru,Hampapura,Independent House,5,3,0,1200,,,,,,12.939138892483465,77.73480630385878,3.098,4.846,7.153,2.982,2.575,3.047,4.604,28.7,56584.17,35000.0,30.0,1777.0,101.8,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,0,Unregistered,,,,0,1.0,0,64,34,55,64,67.3,240.0,0.6,,,5.484796933490655,,3.4339872044851463,6033.485000000001,5.80095914715956,1.917063653288173
PROP-D714263105B9,17500000,Bengaluru,Munnekollal,Villa,2,3,0,1200,,,,,,13.09410548231014,77.60933839418479,3.068,5.916,1.896,6.997,4.944,1.331,1.794,32.1,20750.0,17500.0,29.16,10.0,101.8,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,0,Unregistered,,,,0,1.0,0,61,32,53,61,63.0,600.0,1.5,,,6.398594934535208,,3.406516543139756,6033.485000000001,2.90047957357978,1.361099513160266
PROP-0162F239FFC4,4300000,Bengaluru,Bommanahalli,Apartment,2,3,0,1125,3.0,4.0,,,East,12.761291564919336,77.44758578062606,10.721,5.787,3.544,12.675,6.807,13.363,12.481,14.6,45900.0,35000.0,34.29,5.0,101.8,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,1,Ongoing,87.5,32.0,28.0,21,0.238,0,64,34,55,64,67.3,562.5,1.5,,0.75,6.334167333479831,,3.5635996376871786,6033.485000000001,6.1876897569701965,1.972369806744736
PROP-3AB4A20C068F,3200000,Delhi,Bakkarwala,Apartment,1,2,1,500,0.0,5.0,,,,28.8464827356129,77.28051543124782,7.925,3.077,8.338,10.999,6.888,10.898,6.324,20.7,41733.14,22000.0,27.78,1758.0,100.2,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,1,Ongoing,30.9,55.0,17.0,17,0.235,0,228,126,207,228,239.7,500.0,2.0,0.9,0.0,6.2166061010848646,0.6418538861723948,3.359680701459222,6033.485000000001,8.751161227714993,2.2773863781963417
PROP-E70804556538,1950000,Delhi,Aya Nagar,Independent House,2,3,0,910,,,,,,28.89504408819184,77.17659499121729,1.315,8.197,10.164,15.108,7.421,8.92,12.647,21.8,14214.29,9250.0,17.1,14.0,100.2,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,0,Unregistered,,,,0,1.0,0,228,126,207,228,239.7,455.0,1.5,,,6.1224928095143865,,2.89591193827178,6033.485000000001,2.021684349559533,1.105814407554521
PROP-81AB880D8B22,5500000,Bengaluru,Hebbal,Independent House,4,3,0,1350,,,,,,12.948946,77.58410599999999,2.369,3.118,1.697,6.863,0.867,3.733,3.111,43.2,119857.14,75000.0,43.75,35.0,101.8,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,0,Unregistered,,,,0,1.0,0,64,34,55,64,67.3,337.5,0.75,0.511,,5.82452409235233,0.4127716832906025,3.801091444720865,6033.485000000001,11.049445994589638,2.489018683327029
PROP-2DC5E5F1DCF0,7000000,Bengaluru,Chikkanahalli,Apartment,2,3,1,1200,2.0,5.0,,,,13.09102137332817,77.69801656371573,3.673,1.656,1.41,2.639,1.913,2.549,1.993,40.5,56584.17,35000.0,30.0,1777.0,101.8,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,0,Unregistered,,,,0,1.0,0,61,32,53,61,63.0,600.0,1.5,,0.4,6.398594934535208,,3.4339872044851463,6033.485000000001,5.80095914715956,1.917063653288173
PROP-8891FF878860,6500000,Delhi,Gokalpur,Independent House,2,3,0,900,,,,,,28.817562087849424,76.92889655328509,12.286,10.014,6.293,12.948,14.304,14.879,8.782,4.7,41733.14,22000.0,27.78,1758.0,100.2,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,0,Unregistered,,,,0,1.0,0,182,105,171,182,201.7,450.0,1.5,,,6.111467339502679,,3.359680701459222,6033.485000000001,4.86175623761944,1.7684492579405355
