property_master_id,city,locality,latitude,longitude,property_type,bhk,bathrooms,balconies,parking,carpet_area_sqft,builtup_area_sqft,super_builtup_area_sqft,plot_area_sqft,floor_no,total_floors,year_built,age_years,furnishing,facing,rera_registered,rera_id,listing_date,price_inr,price_lakhs,price_per_sqft,raw__property_name,raw__property_title,raw__price,raw__location,raw__description,rental_listing_count,avg_monthly_rent,median_monthly_rent,p25_monthly_rent,p75_monthly_rent,avg_rent_per_sqft,median_rent_per_sqft,avg_rental_area_sqft,rent_stddev,pct_furnished,pct_semi_furnished,dominant_bhk,rental_join_quality,annual_rent_estimate_inr,rental_yield_pct,listing_quarter,historical_quarter,hist_hpi_assessment,hist_hpi_market,hist_carpet_area_rate,hist_qoq_growth,hist_yoy_growth,hist_market_regime,hist_cpi_index,hist_cpi_yoy_growth,hist_cpi_3m_change,hist_cpi_12m_change
PROP-51F742AC064B,Chennai,Kolapakkam - Vandalur,,,Villa,3,3,0,,,1566,,,,,,,,South-East,0,,2021-05-15,10800000,108.0,6896.55,CasaGrand Vistaaz,"3 BHK Villa for sale in Kolapakkam - Vandalur, Chennai",₹1.08 Cr,"Kolapakkam - Vandalur, Chennai","Close to Shriram IT Gateway and New Kilambakkam Bus Stand More About This Property Looking for a good 3 BHK Villa in New Perungalathur, Chennai? This property is in one of Chennai's most popular locations. This is a no brokerage property. This Villa is available for Rs 1.08 Cr. This modern unit has a built-up area of 1566 Square feet. This property has a good view and is South-East-facing. There are 3 bedrooms and 3 bathroom. This is a gated community. Cctv facility is provided to ensure safety. Sports enthusiasts have multiple options such as Gym, Garden, Sports Facility, Swimming Pool, Clubh.",,,,,,,,,,,,,none,,,2021-Q2,2021-Q1,118.88,118.41,6489.29,1.95,2.26,Stable,83.1,4.27,0.97,3.4
PROP-C1CA5D2867CF,Chennai,Thiruverkkadu,,,Apartment,4,4,1,,,2350,,,,,,,,,0,,2019-02-15,10000000,100.0,4255.32,"penta concept enclave,Thiruverkkadu, Chennai","4 BHK Flat for sale in Thiruverkkadu, Chennai",₹1.0 Cr,"penta concept enclave,Thiruverkkadu, Chennai","There are 5 blocks. And in the 5th block there are 5 Flats. We have custom built 2 apartments in that in the 1st and 2nd floors for our exclusive use ! Both can be used as Duplex, as internal staircase is provided. Both can be independent also. All cup boards and kitchen work completed. Kitchen cum dinning cum hall is one & spacious. Floor wise Area details: There are only 2 Floors. Built area: B4: First Floor. Built area - 1359 SQFT B5: Second Floor. Built area - 991 SQFT Total built area- 2350 SQFT. UDS: First Floor B4: UDS 1033 SQFT. Second Floor B5: UDS 650 SQFT. Total UDS .",,,,,,,,,,,,,none,,,2019-Q1,2018-Q4,106.68,106.45,5854.74,1.36,0.0,Declining,73.5,1.94,-0.81,1.4
PROP-B129E7EC2D5F,Chennai,Ayappakkam,,,Apartment,2,3,1,,,868,,,2.0,2.0,,,,,0,,2021-08-15,4000000,40.0,4608.29,VGN Platina,"2 BHK Flat for sale in Ayappakkam, Chennai",₹40.0 L,"MGR Nagar, Ayappakkam,Chennai","Check out this 2 BHK Apartment for sale in Ayappakkam, Chennai. This property is posted by owner and thus there is no need to pay any broker amount. This 2 BHK Apartment is perfect for a modern-day lifestyle. Ayappakkam is a promising location in Chennai and this is one of the finest properties in the area. Buy this Apartment for sale now. It is located on floor 2. The total number of floors in this project is 2. The property's price is Rs 40.0 L. Residents in this property pay Rs 1350 towards maintenance. This property is a modern-day abode, with 868 Square feet built-up area. The unit has 2 .",,,,,,,,,,,,,none,,,2021-Q3,2021-Q2,121.75,121.15,6638.22,2.41,5.53,Growth,85.6,5.55,3.01,4.5
PROP-B10588A6BCFE,Chennai,Choolaimedu,,,Apartment,2,3,1,,,926,,,1.0,2.0,,,,,0,,2021-08-15,8900000,89.0,9611.23,"Ultra Amaar Avenue Phase 2,Choolaimedu, Chennai","2 BHK Flat for sale in Choolaimedu, Chennai",₹89.0 L,"Ultra Amaar Avenue Phase 2,Choolaimedu, Chennai","Check out this 2 BHK Apartment for sale in Choolaimedu, Chennai. This property is posted by owner and thus there is no need to pay any broker amount. This 2 BHK Apartment is perfect for a modern-day lifestyle. Choolaimedu is a promising location in Chennai and this is one of the finest properties in the area. Buy this Apartment for sale now. It is located on floor 1. The total number of floors in this project is 2. The property's price is Rs 89.0 L. Residents in this property pay Rs 0 towards maintenance. This property is a modern-day abode, with 926 Square feet built-up area. The unit has 2 b.",,,,,,,,,,,,,none,,,2021-Q3,2021-Q2,121.75,121.15,6638.22,2.41,5.53,Growth,85.6,5.55,3.01,4.5
PROP-562DA83E6F5E,Chennai,Saidapet,,,Apartment,2,3,1,,,1090,,,1.0,3.0,,,,,0,,2022-08-15,6300000,63.0,5779.82,"Vallalar Kudil,Sarathi Nagar, Saidapet,Chennai","2 BHK Flat for sale in Saidapet, Chennai",₹63.0 L,"Vallalar Kudil,Sarathi Nagar, Saidapet,Chennai","2 BHK Apartment for sale in Chennai. This property is in Saidapet, which is a coveted investment location. This tastefully designed 2 BHK unit is among Chennai's best properties. No brokerage to be paid for this property. This 2 BHK property is posted directly by Owner. Contact now for more details. This property in Chennai is on floor 1. The total number of floors in this Apartment is 3. The price of the Apartment is Rs 58.0 L. Monthly maintenance charges come to Rs 1000. It is best suited for all kinds of families. Because this property is spacious, with a built-up area of 1090 Square feet. .",,,,,,,,,,,,,none,,,2022-Q3,2022-Q2,137.24,137.05,7438.8,2.5,12.72,Growth,91.3,6.66,1.9,5.7
PROP-C8ABEEADCA06,Chennai,Perungudi,,,Apartment,3,3,1,1.0,,1307,,,,,,,,,0,,2021-02-15,9000000,90.0,6886.0,Shakthi Mangalambikai Apartments,"3 BHK Flat for sale in Perungudi, Chennai",₹90.0 L,"Elim Nagar, Perungudi,Chennai","Posh and spacious 3BHK flat with 3 balconies and one covered parking at the prime location of Perungudi.Well ventilated, ""ready to occupy flat"" with excellent woodwork done in all rooms and kitchen.Just 5 mts walk from ""World Trade Center."" Walking track and park opposite to building. All facilities are available nearby. 5 mts walk to bus stop. Local transport available like auto's. Vaastu-based flat with clear title. More About This Property 3 BHK Apartment for sale in Perungudi, Chennai with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. .",,,,,,,,,,,,,none,,,2021-Q1,2020-Q4,116.61,116.05,6371.42,1.79,1.55,Stable,82.3,4.05,-1.32,3.2
PROP-7AFEE3A48B25,Chennai,Senganmal,,,Apartment,1,2,1,,,605,,,10.0,14.0,,,,East,0,,2018-11-15,2500000,25.0,4132.23,Akshaya January,"1 BHK Flat for sale in Senganmal, Chennai",₹25.0 L,"Senganmal, Chennai","1 BHK Apartment for sale in Senganmal, Chennai. This 1 BHK unit is available in Senganmal and offers a premium lifestyle at the best price. This property is posted by owner and there is no brokerage involved. Contact now, for details. It is a desired purchase for any homebuyer in Senganmal. It is on floor 10. The total number of floors is 14. The price of this Apartment is Rs 25.0 L. Residents in this project also pay monthly maintenance charges of Rs 1663. The built-up area is 605 Square feet. There are 1 bedroom and 1 bathroom. The property is East-facing. This property is at a walking dista.",,,,,,,,,,,,,none,,,2018-Q4,2018-Q3,105.25,104.99,5780.0,1.51,0.0,Declining,74.1,0.0,0.68,0.0
PROP-163A7FCBF545,Chennai,Thirumullaivoyal,,,Apartment,2,3,1,,865.0,967,,,1.0,,,,,,0,,2018-11-15,4950000,49.5,5118.92,Jamans,"2 BHK Flat for sale in Thirumullaivoyal, Chennai",₹49.5 L,"Vaishnavi Nagar, Thirumullaivoyal,Chennai","Looking for a 2 BHK Apartment for sale in Chennai? Your search ends here. Buy this 2 BHK property in Chennai's finest location, Thirumullaivoyal. This is an owner listed property and there is no brokerage involved. It is on floor 1 out of 3 floors. This Apartment is available at a reasonable price of Rs 49.5 L. Maintenance charges in this property is Rs 1250. The built up area of this property is 967 Square feet. It is spacious for a family and this property has a carpet area of 865 Square feet. There are 2 bedrooms and 2 bathroom. There are a number of reputed schools in the vicinity such as .",,,,,,,,,,,,,none,,,2018-Q4,2018-Q3,105.25,104.99,5780.0,1.51,0.0,Declining,74.1,0.0,0.68,0.0
PROP-744E45540410,Chennai,Kattur,,,Apartment,1,2,0,,,586,,,,,,,,,0,,2021-05-15,2900000,29.0,4948.81,"Live Green,Kattur, Chennai","1 BHK Flat for sale in Kattur, Chennai",₹29.0 L,"Live Green,Kattur, Chennai","This property is a PERFECT fusion of Elegance, Quality, Comfort and Budget. At just 500 meters away from Tambaram-Velachery Main Road Sembakkam Bus Stop: 450 meters Camp road: 3 Kms Tambaram railway Station: 4.5 kms Medavakkam main junction: 3 kms. College: New Prince College, SIVET, MCC School: Sankara Vidyalaya, Alpha matriculation, Kendriya Vidyalaya Hospitals: Betheesda Health care, COSH Hospital, New Life Hospital, Hindu Mission Hospital Park: Municipality Children s park at 400 meters ATM: SBI ATM at 10 meters. Very well connected by all main roads, Airport, Railway station, Bus stop ve.",,,,,,,,,,,,,none,,,2021-Q2,2021-Q1,118.88,118.41,6489.29,1.95,2.26,Stable,83.1,4.27,0.97,3.4
PROP-43FF1FEED483,Chennai,Selaiyur,,,Apartment,2,3,0,,,1038,,,1.0,2.0,,,,,0,,2019-08-15,4500000,45.0,4335.26,Sumeru Puthur City,"2 BHK Flat for sale in Selaiyur, Chennai",₹45.0 L,"Tiruvancheri, Selaiyur,Chennai","Looking for a good 2 BHK Apartment in Selaiyur, Chennai? This property is in one of Chennai's most popular locations. This is a no brokerage property. The property is on floor 1. Total number of floors is 2. Maintenance charges of this property is Rs 600. This Apartment is available for Rs 45.0 L. This modern unit has a built-up area of 1038 Square feet. There are 2 bedrooms and 2 bathroom. It is very close to some of city's best hospitals, such as, Aarthi Hospital, Annai Theresa Hospital, and Sindu Eye Hospital. Established schools, such as Pleasant Valley Middle School, Government Primary Sc.",,,,,,,,,,,,,none,,,2019-Q3,2019-Q2,110.71,110.43,6065.08,1.82,6.78,Growth,76.0,3.26,2.15,2.4
PROP-61A1E2DA5AD5,Chennai,Sholinganallur,,,Apartment,3,3,0,,,1500,,,3.0,4.0,,,,,0,,2018-05-15,7000000,70.0,4666.67,Redmond Square,"3 BHK Flat for sale in Sholinganallur, Chennai",₹70.0 L,"Sholinganallur, Chennai","Check out this 3 BHK Apartment for sale in Sholinganallur, Chennai. This property is posted by owner and thus there is no need to pay any broker amount. This 3 BHK Apartment is perfect for a modern-day lifestyle. Sholinganallur is a promising location in Chennai and this is one of the finest properties in the area. Buy this Apartment for sale now. It is located on floor 3. The total number of floors in this project is 4. The property's price is Rs 90.0 L. Residents in this property pay Rs 4500 towards maintenance. This property is a modern-day abode, with 1500 Square feet built-up area. The un.",,,,,,,,,,,,,none,,,2018-Q2,2018-Q1,101.8,101.1,5600.0,0.0,0.0,Declining,72.2,0.0,0.14,0.0
PROP-5A879DF90FF0,Chennai,Semmancheri,,,Apartment,3,3,1,,,1133,,,1.0,2.0,,,,,0,,2019-05-15,4600000,46.0,4060.02,Ambrosia Apartments,"3 BHK Flat for sale in Semmancheri, Chennai",₹46.0 L,"Semmanjeri, Semmancheri,Chennai","3 BHK Apartment for sale in Chennai. This property is in Kamaraj Nagar, which is a coveted investment location. This tastefully designed 3 BHK unit is among Chennai's best properties. No brokerage to be paid for this property. This 3 BHK property is posted directly by Owner. Contact now for more details. This property in Chennai is on floor 1. The total number of floors in this Apartment is 2. The price of the Apartment is Rs 46.0 L. Monthly maintenance charges come to Rs 1200. It is best suited for all kinds of families. Because this property is spacious, with a built-up area of 1133 Square f.",,,,,,,,,,,,,none,,,2019-Q2,2019-Q1,108.73,108.72,5961.77,1.92,6.81,Growth,74.4,3.05,1.22,2.2
PROP-20F9393C5B79,Chennai,Saligramam,,,Apartment,2,3,1,,,1100,,,1.0,2.0,,,,,0,,2022-05-15,8950000,89.5,8136.36,"Annamalai Colony, Saligramam,Chennai","2 BHK Flat for sale in Saligramam, Chennai",₹89.5 L,"Annamalai Colony, Saligramam,Chennai","1100 sft well maintained 2 BHK flats with 547 sft UDS, woodwork, marble floor, covered car park,very close to main road with metro,hospitals and malls, property is on 30 road,with 24 hours water facility,etc More About This Property One of the finest property in Saligramam is now available for sale. This is a 2 BHK Apartment posted directly by owner. Make it yours now. It is on floor 1. It is a 2 storeyed building. The price of this Apartment is Rs 95.0 L. Other charges when you move into this property include maintenance, which is Rs 500. This Apartment is spacious with a built-up area of 11.",,,,,,,,,,,,,none,,,2022-Q2,2022-Q1,133.89,133.84,7266.36,3.46,12.63,Growth,89.6,7.82,2.63,6.5
PROP-024DCA08FBB4,Chennai,Thirumullaivoyal,,,Apartment,3,3,0,,,1024,,,1.0,2.0,,,,,0,,2020-08-15,4500000,45.0,4394.53,"Vn Nattrunai ,Thirumullaivoyal, Chennai","3 BHK Flat for sale in Thirumullaivoyal, Chennai",₹45.0 L,"Vn Nattrunai ,Thirumullaivoyal, Chennai","Check out this 3 BHK Apartment for sale in Thirumullaivoyal, Chennai. This property is posted by owner and thus there is no need to pay any broker amount. This 3 BHK Apartment is perfect for a modern-day lifestyle. Thirumullaivoyal is a promising location in Chennai and this is one of the finest properties in the area. Buy this Apartment for sale now. It is located on floor 1. The total number of floors in this project is 2. The property's price is Rs 45.0 L. This property is a modern-day abode, with 1024 Square feet built-up area. The unit has 3 bedrooms and 2 bathroom. Educational institutio.",,,,,,,,,,,,,none,,,2020-Q3,2020-Q2,115.37,114.85,6307.03,-0.76,4.21,Stable,81.1,6.71,1.76,5.1
PROP-C0706AAC1468,Chennai,Sriperumbudur,,,Villa,3,3,1,,,1508,,,,,,,,East,0,,2019-08-15,5400000,54.0,3580.9,"Krishna Nagar, Sriperumbudur,Chennai","3 BHK Villa for sale in Sriperumbudur, Chennai",₹54.0 L,"Krishna Nagar, Sriperumbudur,Chennai","Brand New, nobody occupied, Maintained well, Vasthu compliant, East facing. ready for immediate occupation, Great place for investment, Not far from upcoming new international airport, Thirumaz isai where Vegetable market, Central bus station and metro rail are expected apart from it being selected for smart city More About This Property Check out this 3 BHK Villa for sale in Sriperumbudur, Chennai. This property is posted by owner and thus there is no need to pay any broker amount. This 3 BHK Villa is perfect for a modern-day lifestyle. Sriperumbudur is a promising location in Chennai and t.",,,,,,,,,,,,,none,,,2019-Q3,2019-Q2,110.71,110.43,6065.08,1.82,6.78,Growth,76.0,3.26,2.15,2.4
PROP-75E290D9B4B1,Chennai,Ponmar,,,Villa,3,3,1,,,1782,,,,,,,,,0,,2021-11-15,8700000,87.0,4882.15,Jones Dawn Villas by Jones Foundations,"3 BHK Villa for sale in Ponmar, Chennai",₹87.0 L,"Ponmar, Chennai","One of the finest property in Moolacheri is now available for sale. This is a 3 BHK Villa posted directly by owner. Make it yours now. The price of this Villa is Rs 1.01 Cr. This Villa is spacious with a built-up area of 1782 Square feet. There are 3 bedrooms and 3 bathroom. This property ensures you are a quick distance away from the city's best schools such as Advent Christian Middle school, Christwood School, and Sri Shanmukha Vidhyalaya School. It is also close to good and reputed hospitals like Sri Isari Velan Mission Hospital",,,,,,,,,,,,,none,,,2021-Q4,2021-Q3,125.47,125.14,6830.81,3.06,9.52,Growth,87.2,4.56,1.87,3.8
PROP-3282AA5F382C,Chennai,Virugambakkam,,,Independent House,5,4,1,1.0,,2500,,,,,,,,East,0,,2019-11-15,25000000,250.0,10000.0,"Swarnambigai Nagar, Virugambakkam,Chennai","5 BHK Independent House for sale in Virugambakkam, Chennai",₹2.5 Cr,"Swarnambigai Nagar, Virugambakkam,Chennai","Brokers, kindly excuse us. CMDA approved 5BHK East Facing independent house in AVM Avenue, Virugambakkam with 2BHK on ground floor, 2BHK on 1st floor and separate room and bath room in 2nd floor. The house comes with 2 car covered parking with plenty of two wheeler parking and with corporation water supplemented by borewell water. More About This Property 5 BHK Independent House for sale in Virugambakkam, Chennai. This 5 BHK unit is available in Virugambakkam and offers a premium lifestyle at the best price. This property is posted by owner and there is no brokerage involved. Contact now, for .",,,,,,,,,,,,,none,,,2019-Q4,2019-Q3,112.57,112.48,6161.44,1.68,6.95,Growth,77.5,4.59,1.97,3.4
PROP-4DF17EEDA0FB,Chennai,Adyar,,,Apartment,2,3,1,,,900,,,,,,,,,0,,2019-11-15,7000000,70.0,7777.78,"Sai Dhanu Regency,Radhakrishnan Nagar, Adyar,Chennai","2 BHK Flat for sale in Adyar, Chennai",₹70.0 L,"Sai Dhanu Regency,Radhakrishnan Nagar, Adyar,Chennai","2BHK flat of around 900 square feet situated in 2nd floor. It has very good ventilation and is airy. It is walkable by 10 mins to besant nagar beach , 10 mins to thiruvanmiyur bus stand, 7 mins to vannanthurai bus stand. All electrical fittings and woodwork is done and is ready to occupy. It has spacious bed rooms and large hall cum dining. It is located in Gangai Amman Koil Street, near TM maistry street. More About This Property Property for sale in Adyar, Chennai. This 2 BHK Apartment is located in Chennai's most promising location. This property is posted by owner and there is no broker.",,,,,,,,,,,,,none,,,2019-Q4,2019-Q3,112.57,112.48,6161.44,1.68,6.95,Growth,77.5,4.59,1.97,3.4
PROP-141C4C451E0C,Chennai,West Tambaram,,,Apartment,1,2,1,,,537,,,2.0,4.0,,,,,0,,2022-05-15,2600000,26.0,4841.71,Khurinji Zinnia,"1 BHK Flat for sale in West Tambaram, Chennai",₹26.0 L,"Meenakshi Avenue, West Tambaram,Chennai","Check out this 1 BHK Apartment for sale in Tambaram, Chennai. This property is posted by owner and thus there is no need to pay any broker amount. This 1 BHK Apartment is perfect for a modern-day lifestyle. Tambaram is a promising location in Chennai and this is one of the finest properties in the area. Buy this Apartment for sale now. It is located on floor 2. The total number of floors in this project is 4. The property's price is Rs 26.0 L. Residents in this property pay Rs 889 towards maintenance. This property is a modern-day abode, with 537 Square feet built-up area. The carpet-area is 3.",,,,,,,,,,,,,none,,,2022-Q2,2022-Q1,133.89,133.84,7266.36,3.46,12.63,Growth,89.6,7.82,2.63,6.5
PROP-C1E8167421C6,Chennai,Kottavakkam,,,Independent House,2,3,1,,,1292,,,,,,,,,0,,2021-11-15,9000000,90.0,6965.94,"Kottavakkam, Chennai","2 BHK Independent House for sale in Kottavakkam, Chennai",₹90.0 L,"Kottavakkam, Chennai","200M from Kottivakkam Bus Stand. 100M from KFC and mainroad ECR. Patta property. River sand building, strong construction. Can accommodate another floor. Located in prime location More About This Property One of the finest property in Kottavakkam is now available for sale. This is a 2 BHK Independent House posted directly by owner. Make it yours now. The price of this Independent House is Rs 90.0 L. Other charges when you move into this property include maintenance, which is Rs 100. This Independent House is spacious with a built-up area of 1292 Square feet. The carpet area is 950 Square feet.",,,,,,,,,,,,,none,,,2021-Q4,2021-Q3,125.47,125.14,6830.81,3.06,9.52,Growth,87.2,4.56,1.87,3.8
PROP-008213E4D941,Chennai,Thiruverkkadu,,,Apartment,3,3,0,,,1096,,,4.0,,,,,South,0,,2019-08-15,5400000,54.0,4927.01,VGN Imperia Phase 3,"3 BHK Flat for sale in Thiruverkkadu, Chennai",₹54.0 L,"Arjunamedu, Thiruverkkadu,Chennai","Looking for a 3 BHK Apartment for sale in Chennai? Your search ends here. Buy this 3 BHK property in Chennai's finest location, Thiruverkadu. This is an owner listed property and there is no brokerage involved. It is on floor 4 out of 4 floors. This Apartment is available at a reasonable price of Rs 54.0 L. Maintenance charges in this property is Rs 2192. The built up area of this property is 1096 Square feet. This property is South facing. There are 3 bedrooms and 2 bathroom. The Apartment has lift facility. It is a thoroughly safe premise with cctv facility. Other facilities include amenitie.",,,,,,,,,,,,,none,,,2019-Q3,2019-Q2,110.71,110.43,6065.08,1.82,6.78,Growth,76.0,3.26,2.15,2.4
PROP-07542049EDCD,Chennai,Ayanavaram,,,Independent House,4,4,1,,,2300,,,,,,,,,0,,2022-11-15,24000000,240.0,10434.78,"Bharathi Nagar, Ayanavaram,Chennai","4 BHK Independent House for sale in Ayanavaram, Chennai",₹2.4 Cr,"Bharathi Nagar, Ayanavaram,Chennai","One of the finest property in Ayanavaram is now available for sale. This is a 4 BHK Independent House posted directly by owner. Make it yours now. The price of this Independent House is Rs 2.4 Cr. This Independent House is spacious with a built-up area of 2300 Square feet. There are 4 bedrooms and 3 bathroom. This property ensures you are a quick distance away from the city's best schools such as Bharatiya Vidya Bhavan, Chinmaya Vidyalaya School, and CSI Bain Matriculation Higher Secondary School. It is also close to good and reputed hospitals like LIMA MULTISPECIALITY HOSPITAL, Apollo Medical.",,,,,,,,,,,,,none,,,2022-Q4,2022-Q3,142.17,142.46,7692.92,3.59,13.31,Growth,93.1,6.77,1.97,5.9
PROP-113E49F70FEC,Chennai,Sembakkam,,,Apartment,1,2,0,,,586,,,,,,,,,0,,2019-02-15,2900000,29.0,4948.81,"LIVEGREEN CONSTRUCTIONS,Sembakkam, Chennai","1 BHK Flat for sale in Sembakkam, Chennai",₹29.0 L,"LIVEGREEN CONSTRUCTIONS,Sembakkam, Chennai","Elegance, Quality, Comfort and within your Budget .*Property located at just 500 meters from Thambaram-Velechery Main Road*Sembakkam Main Bust Stand @ 450 meters distance*Kamarajapuram Main Bus Stand @ 800 meters distance*Rajakilpakkam Main Junction @ 1.5 Km*Camp Road Main Junction @ 3.0Kms*Medavakam Main Junction @ 3.0Kms*Thambaram Main Railway Station @ 4.5Kms*Municipality Children's Park & Garden @ 400 meters distance*CBSE Schools at a distance 0f 1 Km*Market & Shops @ 500 meters distance*Hospitals @ 1Km*Prince College @ 1 Km , SIVET College @ 2.5Kms, MCC College @ 4KmsConcept and project.",,,,,,,,,,,,,none,,,2019-Q1,2018-Q4,106.68,106.45,5854.74,1.36,0.0,Declining,73.5,1.94,-0.81,1.4
PROP-AD5970B8725C,Chennai,Old Pallavaram,,,Apartment,2,3,0,,,1112,,,14.0,14.0,,,,,0,,2021-08-15,9000000,90.0,8093.53,Alliance Galleria Residences,"2 BHK Flat for sale in Old Pallavaram, Chennai",₹90.0 L,"Arulmurugan Nagar, Old Pallavaram,Chennai","One of the finest property in Old Pallavaram is now available for sale. This is a 2 BHK Apartment posted directly by owner. Make it yours now. It is on floor 14. It is a 14 storeyed building. The price of this Apartment is Rs 92.0 L. This Apartment is spacious with a built-up area of 1112 Square feet. There are 2 bedrooms and 2 bathroom. Lift facility is also available. This is a gated community. This property is equipped with cctv facility. Health enthusiasts will enjoy the host of special facilities, such as provision for sports facility. Other facilities include Gym, Garden, Sports Facility.",,,,,,,,,,,,,none,,,2021-Q3,2021-Q2,121.75,121.15,6638.22,2.41,5.53,Growth,85.6,5.55,3.01,4.5
PROP-20C1C3775C99,Chennai,Veppampattu,,,Independent House,1,2,1,,220.0,560,,,,,,,,,0,,2021-08-15,2480000,24.8,4428.57,"Veppampattu, Chennai","1 BHK Independent House for sale in Veppampattu, Chennai",₹24.8 L,"Veppampattu, Chennai","Looking for a 1 BHK Independent House for sale in Chennai? Your search ends here. Buy this 1 BHK property in Chennai's finest location, Veppampattu. This is an owner listed property and there is no brokerage involved. This Independent House is available at a reasonable price of Rs 24.8 L. The built up area of this property is 560 Square feet. It is spacious for a family and this property has a carpet area of 220 Square feet. There are 1 bedroom and 1 bathroom. There are a number of reputed schools in the vicinity such as Sri Aravindar School, ANGEL School, and Veppampattu School. Medical facil.",,,,,,,,,,,,,none,,,2021-Q3,2021-Q2,121.75,121.15,6638.22,2.41,5.53,Growth,85.6,5.55,3.01,4.5
PROP-B27550B59EF2,Chennai,Pammal,,,Apartment,2,3,1,,,856,,,3.0,,,,,,0,,2019-05-15,3700000,37.0,4322.43,"Shankar Nagar, Pammal,Chennai","2 BHK Flat for sale in Pammal, Chennai",₹37.0 L,"Shankar Nagar, Pammal,Chennai","A 2 BHK Apartment for sale in Pammal, Chennai. Posted by Owner, No brokerage involved. This beautifully designed 2 BHK unit with all the modern-day comforts is one of Pammal's most desired properties. Contact now for more information. This 2 BHK unit is on floor 3. There are 3 floors in this property. The price of this Apartment is Rs 37.0 L. Maintenance charges come to Rs 700. Each unit has a built-up area of 856 Square feet. There are 2 bedrooms. There is provision for 2 bathroom. This residential property is near SARADA MATRICULATION SCHOOL, VKK Ammani Ammal Matriculation School, and Olive .",,,,,,,,,,,,,none,,,2019-Q2,2019-Q1,108.73,108.72,5961.77,1.92,6.81,Growth,74.4,3.05,1.22,2.2
PROP-A9AD15AE4F4B,Chennai,Vanagaram,,,Apartment,2,3,1,,,1079,,,1.0,3.0,,,,,0,,2022-11-15,6500000,65.0,6024.1,"Naveen vanagaram,Kanchuma Puram, Vanagaram ,Chennai","2 BHK Flat for sale in Vanagaram , Chennai",₹65.0 L,"Naveen vanagaram,Kanchuma Puram, Vanagaram ,Chennai","2 BHK Apartment for sale in Vanagaram, Chennai with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Apartment is in Vanagaram which is a promising investment destination in Chennai. This might be your chance to grab the best 2 BHK property for sale in Vanagaram. The property is on floor 1 and the total number of floors is 3. This 2 BHK Apartment is available at a reasonable price of Rs 65.0 L. Residents also need to pay maintenance charges of Rs 1000. It is a very spacious property, spread over 900 Square feet. The built-up area is 1079 Squar.",,,,,,,,,,,,,none,,,2022-Q4,2022-Q3,142.17,142.46,7692.92,3.59,13.31,Growth,93.1,6.77,1.97,5.9
PROP-968DCB86BB82,Chennai,Jeth Nagar,,,Apartment,2,3,1,,,1100,,,0.0,,,,,,0,,2018-05-15,12000000,120.0,10909.09,"LAND MARVEL KARPAGAMBAL,Jeth Nagar, Chennai","2 BHK Flat for sale in Jeth Nagar, Chennai",₹1.2 Cr,"LAND MARVEL KARPAGAMBAL,Jeth Nagar, Chennai","A 2 BHK Apartment for sale in Mandaveli, Chennai. Posted by Owner, No brokerage involved. This beautifully designed 2 BHK unit with all the modern-day comforts is one of Mandaveli's most desired properties. Contact now for more information. This 2 BHK unit is on floor 0. There are 3 floors in this property. The price of this Apartment is Rs 1.2 Cr. Maintenance charges come to Rs 2000. Each unit has a built-up area of 1100 Square feet. The carpet area is 920 Square feet. There are 2 bedrooms. There is provision for 2 bathroom. This residential property is near Chettinad Vidhyashram School, St M.",,,,,,,,,,,,,none,,,2018-Q2,2018-Q1,101.8,101.1,5600.0,0.0,0.0,Declining,72.2,0.0,0.14,0.0
